Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,wholeAddress
1295067,1-Jan-19,Wisconsin,Onalaska,N/A,0,0,"N/A, Onalaska, Wisconsin"
1289593,1-Jan-19,Maryland,Baltimore,1200 block of N Luzerne Ave,0,0,"1200 block of N Luzerne Ave, Baltimore, Maryland"
1289907,1-Jan-19,District of Columbia,Washington,100 block of Kennedy St NW,0,1,"100 block of Kennedy St NW, Washington, District of Columbia"
1289993,1-Jan-19,Florida,Melbourne,3243 Woodsmill Dr,0,3,"3243 Woodsmill Dr, Melbourne, Florida"
1289935,1-Jan-19,Wisconsin,Milwaukee,S 10th St and W Lapham Blvd,1,0,"S 10th St and W Lapham Blvd, Milwaukee, Wisconsin"
1298071,1-Jan-19,Connecticut,Fairfield,Villa Ave,0,0,"Villa Ave, Fairfield, Connecticut"
1292169,1-Jan-19,Arkansas,Jonesboro,1300 block of W Hungtington Ave,0,0,"1300 block of W Hungtington Ave, Jonesboro, Arkansas"
1292117,1-Jan-19,Wisconsin,Ashland,824 Lake Shore Dr E,0,0,"824 Lake Shore Dr E, Ashland, Wisconsin"
1291303,1-Jan-19,Rhode Island,Providence,Valley St and Harold St,0,0,"Valley St and Harold St, Providence, Rhode Island"
1290380,1-Jan-19,Massachusetts,Saugus,832 Broadway,0,0,"832 Broadway, Saugus, Massachusetts"
1494837,1-Sep-19,Idaho,Caldwell,15000 block of Yoder Ave,1,0,"15000 block of Yoder Ave, Caldwell, Idaho"
1495013,1-Sep-19,Texas,Austin,201 E 6th St,0,0,"201 E 6th St, Austin, Texas"
1496336,1-Sep-19,Texas,Dilley,I-35,0,0,"I-35, Dilley, Texas"
1496300,1-Sep-19,California,Visalia,Mooney Blvd and Visalia Pkwy,0,0,"Mooney Blvd and Visalia Pkwy, Visalia, California"
1496232,1-Sep-19,California,Pacifica,N/A,0,0,"N/A, Pacifica, California"
1493790,1-Sep-19,Missouri,Independence,19400 E 37th Terrace Ct S,0,1,"19400 E 37th Terrace Ct S, Independence, Missouri"
1494895,1-Sep-19,Colorado,Aurora,N/A,0,0,"N/A, Aurora, Colorado"
1496956,1-Sep-19,West Virginia,Martinsburg,700 block of W King St,0,1,"700 block of W King St, Martinsburg, West Virginia"
1498440,1-Sep-19,Massachusetts,Quincy,Rose Ave,0,0,"Rose Ave, Quincy, Massachusetts"
1498435,1-Sep-19,West Virginia,Webster Springs,N/A,0,0,"N/A, Webster Springs, West Virginia"
1495864,1-Sep-19,Nebraska,Lincoln,1845 S 9th St,0,0,"1845 S 9th St, Lincoln, Nebraska"
1499129,1-Sep-19,Michigan,Warren,4105 E 8 Mile Rd,1,0,"4105 E 8 Mile Rd, Warren, Michigan"
1495569,1-Sep-19,Pennsylvania,Allentown,200 block of N 3rd St,0,0,"200 block of N 3rd St, Allentown, Pennsylvania"
1500155,1-Sep-19,South Carolina,Saint Matthews,Harry C Raysor Dr,0,0,"Harry C Raysor Dr, Saint Matthews, South Carolina"
1495419,1-Sep-19,Ohio,Springfield,100 block W Mulberry St,0,0,"100 block W Mulberry St, Springfield, Ohio"
1518386,1-Sep-19,Illinois,Rantoul,1400 block of Kenneth Dr,0,0,"1400 block of Kenneth Dr, Rantoul, Illinois"
1494322,1-Sep-19,Tennessee,Nashville,5135 Harding Pl,0,0,"5135 Harding Pl, Nashville, Tennessee"
1494290,1-Sep-19,Michigan,Livonia,31600 block of Plymouth Rd,0,0,"31600 block of Plymouth Rd, Livonia, Michigan"
1498734,1-Sep-19,Michigan,Trenton (Woodhaven),18000 block of Blakely Dr,0,0,"18000 block of Blakely Dr, Trenton (Woodhaven), Michigan"
1494165,31-Aug-19,Colorado,Denver,1500 block of Central St,1,0,"1500 block of Central St, Denver, Colorado"
1494146,31-Aug-19,New York,Buffalo,E Utica St,0,0,"E Utica St, Buffalo, New York"
1493219,31-Aug-19,Utah,Salt Lake City (Taylorsville),4644 S Hemlock Dr,0,1,"4644 S Hemlock Dr, Salt Lake City (Taylorsville), Utah"
1493490,31-Aug-19,Massachusetts,Dartmouth,15 State Rd,0,0,"15 State Rd, Dartmouth, Massachusetts"
1496200,31-Aug-19,Nebraska,Lincoln,8231 O St,0,0,"8231 O St, Lincoln, Nebraska"
1492227,31-Aug-19,Florida,Pensacola,813 W Gadsden St,1,0,"813 W Gadsden St, Pensacola, Florida"
1496721,31-Aug-19,Pennsylvania,Waynesburg,Rolling Meadows Rd,0,0,"Rolling Meadows Rd, Waynesburg, Pennsylvania"
1492881,31-Aug-19,Illinois,Peoria,1100 block of W Main St,0,0,"1100 block of W Main St, Peoria, Illinois"
1493788,31-Aug-19,North Carolina,Raleigh,Caddy Rd,1,0,"Caddy Rd, Raleigh, North Carolina"
1494320,31-Aug-19,Tennessee,Nashville,1400 Kellow St,1,0,"1400 Kellow St, Nashville, Tennessee"
1548148,31-Aug-19,Nevada,Las Vegas,E Bonanza Rd and N Sloan Ln,0,0,"E Bonanza Rd and N Sloan Ln, Las Vegas, Nevada"
1492390,31-Aug-19,Illinois,Naperville,2800 block of Bluewater Cir,0,0,"2800 block of Bluewater Cir, Naperville, Illinois"
1498370,31-Aug-19,Nebraska,Farnam,N/A,0,1,"N/A, Farnam, Nebraska"
1494526,31-Aug-19,Kentucky,Owensboro,N/A,0,0,"N/A, Owensboro, Kentucky"
1494566,31-Aug-19,Georgia,Lagrange,Addie St and McGhee St,0,1,"Addie St and McGhee St, Lagrange, Georgia"
1503642,31-Aug-19,Ohio,Brookpark (Brook Park),14915 Hummel Rd,0,0,"14915 Hummel Rd, Brookpark (Brook Park), Ohio"
1493402,31-Aug-19,District of Columbia,Washington,1200 block of Canal St SW,0,1,"1200 block of Canal St SW, Washington, District of Columbia"
1492891,31-Aug-19,New York,Bronx,2430 E Tremont Ave,0,1,"2430 E Tremont Ave, Bronx, New York"
1492297,31-Aug-19,Maryland,Frederick,600 block of N Market St,0,4,"600 block of N Market St, Frederick, Maryland"
1494407,31-Aug-19,Florida,Ocala,1200 Block of NW 13th Ave,0,0,"1200 Block of NW 13th Ave, Ocala, Florida"
1506402,31-Aug-19,Delaware,Wilmington,400 block of S Van Buren St,0,0,"400 block of S Van Buren St, Wilmington, Delaware"
1493217,31-Aug-19,Oregon,Portland,SW 3rd Ave and SW Harvey Milk St,0,0,"SW 3rd Ave and SW Harvey Milk St, Portland, Oregon"
1492002,30-Aug-19,Texas,Austin,600 block of Sabine St,1,0,"600 block of Sabine St, Austin, Texas"
1494150,30-Aug-19,California,Santa Maria,1000 block of W Morrison St,0,0,"1000 block of W Morrison St, Santa Maria, California"
1494093,30-Aug-19,Texas,Houston,8118 Martin Luther King Blvd,0,0,"8118 Martin Luther King Blvd, Houston, Texas"
1497029,30-Aug-19,Texas,Vidor,TX 10,0,0,"TX 10, Vidor, Texas"
1496966,30-Aug-19,Texas,Levelland,2300 TX 114,0,0,"2300 TX 114, Levelland, Texas"
1503280,30-Aug-19,Delaware,Wilmington,300 block of S Jackson St,0,0,"300 block of S Jackson St, Wilmington, Delaware"
1491780,30-Aug-19,New Jersey,Trenton,800 block of Carteret Ave,0,0,"800 block of Carteret Ave, Trenton, New Jersey"
1491765,30-Aug-19,New Jersey,Jackson,537 Monmouth Rd,0,0,"537 Monmouth Rd, Jackson, New Jersey"
1491656,30-Aug-19,Connecticut,West Haven,308 Main St,0,0,"308 Main St, West Haven, Connecticut"
1495884,30-Aug-19,West Virginia,Granville,Main St and Kovach St,0,0,"Main St and Kovach St, Granville, West Virginia"
1493470,30-Aug-19,Iowa,Waterloo,Palmer Dr and Park View Blvd,0,0,"Palmer Dr and Park View Blvd, Waterloo, Iowa"
1492419,30-Aug-19,Kansas,Liberal,800 block of S Lincoln Ave,0,0,"800 block of S Lincoln Ave, Liberal, Kansas"
1492383,30-Aug-19,South Carolina,Goose Creek,1137 Red Bank Rd,0,0,"1137 Red Bank Rd, Goose Creek, South Carolina"
1493740,30-Aug-19,Nebraska,Lincoln,Old Cheney Rd and Salt Valley View,0,0,"Old Cheney Rd and Salt Valley View, Lincoln, Nebraska"
1498381,30-Aug-19,New York,Troy,3208 6th Ave,0,0,"3208 6th Ave, Troy, New York"
2029559,30-Aug-19,Minnesota,Saint Paul,N/A,0,0,"N/A, Saint Paul, Minnesota"
1497407,30-Aug-19,Maryland,Westminster,100 block of Sullivan Rd,0,0,"100 block of Sullivan Rd, Westminster, Maryland"
1506400,30-Aug-19,Delaware,Wilmington,600 block of N Van Buren St,0,0,"600 block of N Van Buren St, Wilmington, Delaware"
1492348,30-Aug-19,Tennessee,Nashville,4000 block of Packard Dr,1,0,"4000 block of Packard Dr, Nashville, Tennessee"
1492087,30-Aug-19,Alabama,Mobile,1621 Virginia St,0,9,"1621 Virginia St, Mobile, Alabama"
1492185,30-Aug-19,Arizona,Tolleson,9100 W Van Buren St,1,0,"9100 W Van Buren St, Tolleson, Arizona"
1491998,29-Aug-19,Oklahoma,Tulsa,1241 N Sheridan Rd,0,0,"1241 N Sheridan Rd, Tulsa, Oklahoma"
1491979,29-Aug-19,New York,Nichols,NY-282,0,0,"NY-282, Nichols, New York"
1491259,29-Aug-19,Louisiana,Monroe,4200 Loop Rd,0,0,"4200 Loop Rd, Monroe, Louisiana"
1494087,29-Aug-19,New York,Staten Island,Virginia Ave and Vermont Ave,0,0,"Virginia Ave and Vermont Ave, Staten Island, New York"
1491179,29-Aug-19,Oklahoma,Oklahoma City (Del City),1900 S Sunnylane Rd,0,0,"1900 S Sunnylane Rd, Oklahoma City (Del City), Oklahoma"
1492962,29-Aug-19,Delaware,Dagsboro,Main St and Iron Branch Rd,0,0,"Main St and Iron Branch Rd, Dagsboro, Delaware"
1499621,29-Aug-19,Arizona,Safford,N/A,0,0,"N/A, Safford, Arizona"
1491811,29-Aug-19,Indiana,Kokomo,900 W Walnut St,0,0,"900 W Walnut St, Kokomo, Indiana"
1491743,29-Aug-19,Michigan,Detroit,14500 block of Stout St,0,1,"14500 block of Stout St, Detroit, Michigan"
1491022,29-Aug-19,Georgia,Oakwood,3445 Mundy Mill Rd,0,0,"3445 Mundy Mill Rd, Oakwood, Georgia"
1549960,29-Aug-19,Texas,Longview,900 block of W Fairmont St,0,1,"900 block of W Fairmont St, Longview, Texas"
1490999,29-Aug-19,Illinois,Moline,3400 block of 19th Ave,0,0,"3400 block of 19th Ave, Moline, Illinois"
1492373,29-Aug-19,South Carolina,Saint Helena Island,N/A,0,0,"N/A, Saint Helena Island, South Carolina"
1492409,29-Aug-19,Kansas,Wichita,5200 block of S Mount Carmel Ave,0,0,"5200 block of S Mount Carmel Ave, Wichita, Kansas"
1492394,29-Aug-19,South Carolina,Hartsville,Patrick Hwy and N 5th St,0,0,"Patrick Hwy and N 5th St, Hartsville, South Carolina"
1493742,29-Aug-19,Nebraska,Lincoln,Apples Way and Nebraska Hwy,0,0,"Apples Way and Nebraska Hwy, Lincoln, Nebraska"
1490741,29-Aug-19,Ohio,Dayton,1171 W 3rd St,0,0,"1171 W 3rd St, Dayton, Ohio"
1490721,29-Aug-19,Ohio,Westerville,950 County Line Rd,0,0,"950 County Line Rd, Westerville, Ohio"
1500178,29-Aug-19,Illinois,Chicago,1118 W Argyle St,0,0,"1118 W Argyle St, Chicago, Illinois"
1492170,29-Aug-19,Oregon,Salem,Broad Rd NE and Surfwood Dr NE,0,0,"Broad Rd NE and Surfwood Dr NE, Salem, Oregon"
1491421,29-Aug-19,Oregon,Jefferson,38100 block of Gilkey Rd,2,0,"38100 block of Gilkey Rd, Jefferson, Oregon"
1492157,29-Aug-19,Texas,Odessa,1301 Dotsy Ave,0,0,"1301 Dotsy Ave, Odessa, Texas"
1492153,29-Aug-19,Texas,Dickinson,4900 block of 25th St,0,1,"4900 block of 25th St, Dickinson, Texas"
1491043,29-Aug-19,Tennessee,Knoxville,2000 block of Dandridge Ave,0,1,"2000 block of Dandridge Ave, Knoxville, Tennessee"
1491058,29-Aug-19,Virginia,Hopewell,2305 Maple Ave,1,0,"2305 Maple Ave, Hopewell, Virginia"
1494186,29-Aug-19,Texas,Nacogdoches,1400 block of FM 2609,0,0,"1400 block of FM 2609, Nacogdoches, Texas"
1501980,28-Aug-19,Texas,Houston,6100 block of Glenmont Dr,0,0,"6100 block of Glenmont Dr, Houston, Texas"
1490349,28-Aug-19,Texas,Dallas,Loop 12 and I-35E,0,1,"Loop 12 and I-35E, Dallas, Texas"
1491280,28-Aug-19,Florida,Davenport,500 Orchid Dr,0,0,"500 Orchid Dr, Davenport, Florida"
1491257,28-Aug-19,Florida,Key West (Stock Island),Key Haven Rd,0,0,"Key Haven Rd, Key West (Stock Island), Florida"
1490381,28-Aug-19,Texas,Lubbock,4300 block of E 63rd St,0,0,"4300 block of E 63rd St, Lubbock, Texas"
1490209,28-Aug-19,Pennsylvania,Easton,500 block of Valley St,0,0,"500 block of Valley St, Easton, Pennsylvania"
1490163,28-Aug-19,Kentucky,Georgetown,120 Betsy Way,0,0,"120 Betsy Way, Georgetown, Kentucky"
1491075,28-Aug-19,Massachusetts,Braintree,297 Quincy Ave,0,0,"297 Quincy Ave, Braintree, Massachusetts"
1490940,28-Aug-19,Connecticut,Stratford,N/A,0,0,"N/A, Stratford, Connecticut"
1498437,28-Aug-19,Illinois,Kewanee,400 block of N Lakeview Ave,0,0,"400 block of N Lakeview Ave, Kewanee, Illinois"
1490806,28-Aug-19,Minnesota,Danube,29000 block of US 212,0,0,"29000 block of US 212, Danube, Minnesota"
1490777,28-Aug-19,Ohio,Canton,14th St and Oxford Ave NW,0,0,"14th St and Oxford Ave NW, Canton, Ohio"
1496512,28-Aug-19,Illinois,New Lenox,1900 block of Water Chase Dr,0,0,"1900 block of Water Chase Dr, New Lenox, Illinois"
1490391,28-Aug-19,Ohio,Dayton,848 Conners St,2,0,"848 Conners St, Dayton, Ohio"
1489893,28-Aug-19,North Carolina,High Point,1 N University Pkwy,0,0,"1 N University Pkwy, High Point, North Carolina"
1490530,28-Aug-19,New Jersey,Blackwood,100 block of W Batten Ave,0,0,"100 block of W Batten Ave, Blackwood, New Jersey"
1491504,28-Aug-19,Georgia,Macon,Burke St,0,0,"Burke St, Macon, Georgia"
1493618,28-Aug-19,Oklahoma,Barnsdall,OK-123 and County Rd 2300,1,0,"OK-123 and County Rd 2300, Barnsdall, Oklahoma"
1491353,28-Aug-19,Maryland,Hanover,7501 Old Telegraph Rd,0,0,"7501 Old Telegraph Rd, Hanover, Maryland"
1493117,28-Aug-19,Arkansas,Jonesboro,1600 block of Heather Ridge Dr,0,0,"1600 block of Heather Ridge Dr, Jonesboro, Arkansas"
1491431,28-Aug-19,Wyoming,Casper,First St,0,0,"First St, Casper, Wyoming"
1490384,28-Aug-19,Texas,Killeen,600 W Hallmark Ave,1,0,"600 W Hallmark Ave, Killeen, Texas"
1489560,27-Aug-19,Missouri,Kansas City,7540 Washington St,1,0,"7540 Washington St, Kansas City, Missouri"
1491249,27-Aug-19,New York,Staten Island,Cottage Pl,0,0,"Cottage Pl, Staten Island, New York"
1491196,27-Aug-19,New York,New York (Manhattan),116 10th Ave,0,0,"116 10th Ave, New York (Manhattan), New York"
1489032,27-Aug-19,New York,Corona (Queens),Baisley Blvd,0,1,"Baisley Blvd, Corona (Queens), New York"
1489412,27-Aug-19,Michigan,Kalamazoo,1906 E Cork St,0,0,"1906 E Cork St, Kalamazoo, Michigan"
1490266,27-Aug-19,New York,Albany,First St and Lexington Ave,0,0,"First St and Lexington Ave, Albany, New York"
1489056,27-Aug-19,New York,Roosevelt,335 E Clinton Ave,0,0,"335 E Clinton Ave, Roosevelt, New York"
1489006,27-Aug-19,Ohio,Dayton,600 block of Miami Chapel Rd,0,0,"600 block of Miami Chapel Rd, Dayton, Ohio"
1499617,27-Aug-19,Arizona,Sedona,995 Upper Red Rock Loop Rd,0,0,"995 Upper Red Rock Loop Rd, Sedona, Arizona"
1488980,27-Aug-19,Ohio,Akron,600 block of Crosby St,0,0,"600 block of Crosby St, Akron, Ohio"
1649311,27-Aug-19,Texas,Nacogdoches,CR 9891,0,0,"CR 9891, Nacogdoches, Texas"
1489310,27-Aug-19,California,Corona (Eastvale),6000 block of Gladiola St,0,0,"6000 block of Gladiola St, Corona (Eastvale), California"
1490109,27-Aug-19,Tennessee,Nashville,Carroll St and University Ct,0,0,"Carroll St and University Ct, Nashville, Tennessee"
1490105,27-Aug-19,Indiana,Fort Wayne,Coliseum Blvd,0,0,"Coliseum Blvd, Fort Wayne, Indiana"
1489689,27-Aug-19,Utah,Orem,867 S Geneva Rd,0,0,"867 S Geneva Rd, Orem, Utah"
1497933,27-Aug-19,West Virginia,Richwood,190 Riverside Dr,0,0,"190 Riverside Dr, Richwood, West Virginia"
1489207,27-Aug-19,Kentucky,Richmond,Gibson Ln and Boggs Ln,0,1,"Gibson Ln and Boggs Ln, Richmond, Kentucky"
1490058,27-Aug-19,Massachusetts,Boston,71 Woodrow Avenue,0,0,"71 Woodrow Avenue, Boston, Massachusetts"
1490979,27-Aug-19,Rhode Island,Cranston,Lark Ave,0,0,"Lark Ave, Cranston, Rhode Island"
1489916,27-Aug-19,Ohio,Cambridge,400 block of Gomber Ave,0,0,"400 block of Gomber Ave, Cambridge, Ohio"
1490711,27-Aug-19,Kansas,Wichita,1100 block of N Amidon St,0,0,"1100 block of N Amidon St, Wichita, Kansas"
1490666,27-Aug-19,Louisiana,Monroe,100 Sterlington Rd,0,0,"100 Sterlington Rd, Monroe, Louisiana"
1489895,27-Aug-19,Pennsylvania,Homestead,300 block of W 15th Ave,0,0,"300 block of W 15th Ave, Homestead, Pennsylvania"
1489606,27-Aug-19,Maryland,Baltimore,1500 block of Pennsylvania Ave,0,0,"1500 block of Pennsylvania Ave, Baltimore, Maryland"
1490453,27-Aug-19,Texas,Abilene,1150 E S 11th St,0,0,"1150 E S 11th St, Abilene, Texas"
1489739,27-Aug-19,Florida,Vero Beach,400 block of 11th Ct,0,0,"400 block of 11th Ct, Vero Beach, Florida"
1491463,27-Aug-19,Delaware,Wilmington,DE-2 and Limestone Rd,0,0,"DE-2 and Limestone Rd, Wilmington, Delaware"
1500663,27-Aug-19,Delaware,Wilmington,400 block of N Church St,0,0,"400 block of N Church St, Wilmington, Delaware"
1508258,27-Aug-19,New Mexico,Ranchos De Taos,N/A,1,0,"N/A, Ranchos De Taos, New Mexico"
1489112,27-Aug-19,Tennessee,Rockwood,205 S Ridge Ave,1,0,"205 S Ridge Ave, Rockwood, Tennessee"
1493109,27-Aug-19,Arkansas,Jonesboro,1424 Links Dr,0,0,"1424 Links Dr, Jonesboro, Arkansas"
1489541,26-Aug-19,South Carolina,North Charleston,Adaline St,0,0,"Adaline St, North Charleston, South Carolina"
1491253,26-Aug-19,Oklahoma,Ardmore,12th Ave NW and Holiday Dr,0,0,"12th Ave NW and Holiday Dr, Ardmore, Oklahoma"
1490515,26-Aug-19,Virginia,Warrenton,5042 Old Auburn Rd,1,0,"5042 Old Auburn Rd, Warrenton, Virginia"
1489597,26-Aug-19,Mississippi,Vicksburg,200 block of Starlight Dr,0,0,"200 block of Starlight Dr, Vicksburg, Mississippi"
1489471,26-Aug-19,Michigan,Warren,8 Mile Rd and Van Dyke Ave,0,0,"8 Mile Rd and Van Dyke Ave, Warren, Michigan"
1488990,26-Aug-19,Ohio,Middletown,1905 Sherman Ave,0,0,"1905 Sherman Ave, Middletown, Ohio"
1488614,26-Aug-19,New Jersey,Trenton,Fairway Dr,0,0,"Fairway Dr, Trenton, New Jersey"
1488612,26-Aug-19,New Jersey,Trenton,Pennington Ave,0,0,"Pennington Ave, Trenton, New Jersey"
1496101,26-Aug-19,Tennessee,Jackson,McCorry St,0,1,"McCorry St, Jackson, Tennessee"
1522252,26-Aug-19,Pennsylvania,Wilkes Barre,262 Lee Park Ave,0,0,"262 Lee Park Ave, Wilkes Barre, Pennsylvania"
1490973,26-Aug-19,Vermont,Brattleboro,Lynwood Dr,0,0,"Lynwood Dr, Brattleboro, Vermont"
1488797,26-Aug-19,Tennessee,Clarksville,609 E St,0,0,"609 E St, Clarksville, Tennessee"
1514037,26-Aug-19,Massachusetts,Brockton,100 block of Green Street,0,0,"100 block of Green Street, Brockton, Massachusetts"
1495888,26-Aug-19,Louisiana,Alexandria,2101 Vance Ave,0,0,"2101 Vance Ave, Alexandria, Louisiana"
1489228,26-Aug-19,Florida,Auburndale,1 Bloodhound Trail,0,0,"1 Bloodhound Trail, Auburndale, Florida"
1490001,26-Aug-19,Ohio,Youngstown,Compton Ln,0,0,"Compton Ln, Youngstown, Ohio"
1490928,26-Aug-19,Tennessee,Memphis,S White Station Rd and Shady Grove Rd,0,0,"S White Station Rd and Shady Grove Rd, Memphis, Tennessee"
1489182,26-Aug-19,Indiana,Terre Haute,3000 block of Dimmick Ave,0,0,"3000 block of Dimmick Ave, Terre Haute, Indiana"
1490803,26-Aug-19,Ohio,Elyria,200 block of 15th St,0,0,"200 block of 15th St, Elyria, Ohio"
1489248,26-Aug-19,Rhode Island,Woonsocket,163 Morin Heights Blvd,0,1,"163 Morin Heights Blvd, Woonsocket, Rhode Island"
1489844,26-Aug-19,Massachusetts,Lowell,457 Market St,0,0,"457 Market St, Lowell, Massachusetts"
1489720,26-Aug-19,Delaware,Dover,Tollhouse Pl,0,0,"Tollhouse Pl, Dover, Delaware"
1489710,26-Aug-19,Illinois,Decatur,400 block of W Leafland Ave,0,0,"400 block of W Leafland Ave, Decatur, Illinois"
1489504,25-Aug-19,South Carolina,Holly Hill,Barnes St,0,0,"Barnes St, Holly Hill, South Carolina"
1487934,25-Aug-19,New York,Brooklyn,1937 85th St,0,1,"1937 85th St, Brooklyn, New York"
1488785,25-Aug-19,Virginia,Manassas,Prince William Pkwy and Sudley Manor Dr,0,2,"Prince William Pkwy and Sudley Manor Dr, Manassas, Virginia"
1488576,25-Aug-19,Massachusetts,Worcester,Lincoln St,0,0,"Lincoln St, Worcester, Massachusetts"
1488819,25-Aug-19,Michigan,Pontiac,700 block of Whittemore St,1,0,"700 block of Whittemore St, Pontiac, Michigan"
1490615,25-Aug-19,Wisconsin,Dousman,Co Rd Z,0,0,"Co Rd Z, Dousman, Wisconsin"
1488534,25-Aug-19,Virginia,Harrisonburg,1200 block of Victorian Village Dr,0,0,"1200 block of Victorian Village Dr, Harrisonburg, Virginia"
1487729,25-Aug-19,New Mexico,Hobbs,1700 block of E Bond St,3,4,"1700 block of E Bond St, Hobbs, New Mexico"
1490779,25-Aug-19,Texas,Houston,TX-249 and Bammel North Houston Rd,0,0,"TX-249 and Bammel North Houston Rd, Houston, Texas"
1493551,25-Aug-19,Massachusetts,Boston,Beechland Circle,0,0,"Beechland Circle, Boston, Massachusetts"
1493534,25-Aug-19,Massachusetts,Boston,1850 Soldiers Field Rd,0,0,"1850 Soldiers Field Rd, Boston, Massachusetts"
1487655,25-Aug-19,South Carolina,Columbia,2401 Decker Blvd,0,1,"2401 Decker Blvd, Columbia, South Carolina"
1489777,25-Aug-19,Florida,Bradenton,6440 FL 64,0,0,"6440 FL 64, Bradenton, Florida"
1489011,25-Aug-19,Illinois,Chicago,10700 block of South Champlain Ave,0,0,"10700 block of South Champlain Ave, Chicago, Illinois"
1488940,25-Aug-19,Washington,Seattle,1000 block of Spring St,0,0,"1000 block of Spring St, Seattle, Washington"
1488934,25-Aug-19,South Dakota,Rapid City,300 block of Saint Andrew St,0,0,"300 block of Saint Andrew St, Rapid City, South Dakota"
1488735,24-Aug-19,Michigan,Bear Lake,Swanson Rd,0,0,"Swanson Rd, Bear Lake, Michigan"
1545559,24-Aug-19,Utah,Salt Lake City (West Valley City),N/A,0,1,"N/A, Salt Lake City (West Valley City), Utah"
1488717,24-Aug-19,Michigan,Pontiac,Stonegate E and Lewa Downs Dr,0,0,"Stonegate E and Lewa Downs Dr, Pontiac, Michigan"
1487186,24-Aug-19,Delaware,Dover,2000 block of Generals Way,0,0,"2000 block of Generals Way, Dover, Delaware"
1488538,24-Aug-19,West Virginia,Elkins,11th St,0,0,"11th St, Elkins, West Virginia"
1487893,24-Aug-19,Utah,Salt Lake City (Taylorsville),3142 W Havea Circle,1,0,"3142 W Havea Circle, Salt Lake City (Taylorsville), Utah"
1487117,24-Aug-19,Tennessee,Morristown,430 W Economy Rd,0,0,"430 W Economy Rd, Morristown, Tennessee"
1490926,24-Aug-19,Texas,Abilene,Amarillo St and Industrial Blvd,0,0,"Amarillo St and Industrial Blvd, Abilene, Texas"
1487003,24-Aug-19,Texas,Houston,11111 W Hardy Rd,0,1,"11111 W Hardy Rd, Houston, Texas"
1488256,24-Aug-19,Indiana,Terre Haute,2237 3rd Ave,0,0,"2237 3rd Ave, Terre Haute, Indiana"
1487603,24-Aug-19,Illinois,Chicago,8800 block of S Kenwood Ave,0,0,"8800 block of S Kenwood Ave, Chicago, Illinois"
1486910,24-Aug-19,Georgia,Atlanta,700 block of Memorial Dr SE,0,0,"700 block of Memorial Dr SE, Atlanta, Georgia"
1500828,24-Aug-19,District of Columbia,Washington,800 block of Marietta Pl NW,0,0,"800 block of Marietta Pl NW, Washington, District of Columbia"
1487584,24-Aug-19,Massachusetts,Boston,4560 Washington St,0,0,"4560 Washington St, Boston, Massachusetts"
1488151,24-Aug-19,Missouri,Shelbina,N/A,0,0,"N/A, Shelbina, Missouri"
1663825,24-Aug-19,Pennsylvania,Jeannette,N 3rd St,0,2,"N 3rd St, Jeannette, Pennsylvania"
1488220,24-Aug-19,Indiana,Muncie,Fuson Rd,0,0,"Fuson Rd, Muncie, Indiana"
1489040,24-Aug-19,Maryland,Columbia,7400 block of Sweet Clover,0,1,"7400 block of Sweet Clover, Columbia, Maryland"
1487529,24-Aug-19,Maryland,Baltimore,E 23rd St and Guilford Ave,1,0,"E 23rd St and Guilford Ave, Baltimore, Maryland"
1487506,24-Aug-19,Florida,Hallandale (Hallandale Beach),W Hallandale Beach Blvd and S Dixie Hwy,0,1,"W Hallandale Beach Blvd and S Dixie Hwy, Hallandale (Hallandale Beach), Florida"
1486908,24-Aug-19,Georgia,Sardis,Girard Ave and Sapp St,0,0,"Girard Ave and Sapp St, Sardis, Georgia"
1488156,24-Aug-19,Delaware,Milton,100 block of Bangor Ln,0,0,"100 block of Bangor Ln, Milton, Delaware"
1487625,24-Aug-19,Pennsylvania,Lebanon,500 block of Chestnut St,0,1,"500 block of Chestnut St, Lebanon, Pennsylvania"
1502066,24-Aug-19,Montana,Anaconda,500 block of E 3rd St,0,0,"500 block of E 3rd St, Anaconda, Montana"
1489644,24-Aug-19,Texas,Channelview,Oakleaf Ln,0,0,"Oakleaf Ln, Channelview, Texas"
1489607,24-Aug-19,Missouri,Independence,US 40,0,0,"US 40, Independence, Missouri"
1487345,23-Aug-19,New York,Elmira,Baldwin St and E Second St,0,0,"Baldwin St and E Second St, Elmira, New York"
1486232,23-Aug-19,Texas,Houston,4900 block of Southwind St,3,2,"4900 block of Southwind St, Houston, Texas"
1489443,23-Aug-19,California,El Nido,200 block of W El Nido Rd,0,0,"200 block of W El Nido Rd, El Nido, California"
1491138,23-Aug-19,New York,Buffalo (Williamsville),Main St,0,0,"Main St, Buffalo (Williamsville), New York"
1488698,23-Aug-19,Ohio,Cincinnati,636 Prospect Pl,0,0,"636 Prospect Pl, Cincinnati, Ohio"
1488689,23-Aug-19,Ohio,Akron,Diagonal Ave,0,1,"Diagonal Ave, Akron, Ohio"
1487196,23-Aug-19,Texas,Beaumont,4030 Beaumont Ave,0,0,"4030 Beaumont Ave, Beaumont, Texas"
1486112,23-Aug-19,Illinois,East Saint Louis,1426 N 42nd St,1,0,"1426 N 42nd St, East Saint Louis, Illinois"
1486702,23-Aug-19,Texas,Bruceville (Bruceville Eddy),101 Soules Cir,1,0,"101 Soules Cir, Bruceville (Bruceville Eddy), Texas"
